"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"221556_at",-1.25192744444445,8.13240451515152,-6.82791525405102,2.05796292754353e-05,0.00187444058893261,3.11219173108485
"202544_at",1.2268121777778,10.1897961212121,6.82742512705096,2.05937221372513e-05,0.00187444058893261,3.11150441352042
"218963_s_at",2.9942703,7.75024778787879,6.81786683949995,2.08706233394254e-05,0.00189542253700002,3.09809376311696
"212190_at",1.28910327777778,7.67991575757576,6.81628622744054,2.09167945194953e-05,0.00189542253700002,3.09587485207986
"200897_s_at",2.65364937777775,9.52536048484848,6.81387390209441,2.09874709011038e-05,0.00189762874313093,3.09248767232009
"204472_at",2.8747429111111,8.12512521212121,6.80619083510191,2.12142716190316e-05,0.00191391046529497,3.08169425745467
"206541_at",-2.66427595555555,10.7498343636364,-6.80237619037161,2.13278477261002e-05,0.00191992816486448,3.0763322057088
"242871_at",1.80303235555555,6.81413060606061,6.79835843844655,2.1448172386117e-05,0.00192079478786936,3.0706824182109
"218687_s_at",1.60180002222222,7.22303303030303,6.7974903359185,2.1474265499133e-05,0.00192079478786936,3.06946138534072
"1555345_at",-3.69299068888888,9.29481975757575,-6.7973608180318,2.14781614015032e-05,0.00192079478786936,3.06927920227736
"200699_at",-1.16513355555556,10.9154760606061,-6.78567268764094,2.18328621319501e-05,0.00194395148370916,3.05282855796345
"207407_x_at",-3.08212882222221,10.2290545757576,-6.78395680313934,2.18854577018813e-05,0.00194395148370916,3.05041187162189
"208881_x_at",-1.6572685888889,9.83490815151516,-6.77017551336952,2.23128151025465e-05,0.00196963490039914,3.03098680964575
"224244_s_at",-2.52149066666667,11.8130878787879,-6.76409386283004,2.25042279802837e-05,0.00198225951364396,3.02240596523899
"215034_s_at",2.47951482222222,8.81856163636363,6.75651452748606,2.27452320501713e-05,0.00199918875438404,3.01170459215909
"200618_at",1.72651488888888,11.3494526060606,6.75190954463546,2.28930014164617e-05,0.0020033293990043,3.00519874662239
"212488_at",2.16376757777777,8.12338127272727,6.75048028008468,2.29390729298327e-05,0.0020033293990043,3.00317888909214
"233604_at",-1.28172178888889,7.29644657575757,-6.74450950345634,2.31326089117814e-05,0.00200772740543928,2.99473774568331
"204565_at",-1.64779802222223,9.55504678787879,-6.74439043211554,2.31364861292351e-05,0.00200772740543928,2.99456935763128
"218487_at",-1.69606153333333,9.22570727272727,-6.73163414510823,2.35558969713368e-05,0.00202694534464072,2.97651796525977
"224663_s_at",-1.20170426666668,10.0064741212121,-6.72865527586965,2.36550008572276e-05,0.00203120582832534,2.97229922429309
"214091_s_at",1.52369022222222,12.6524242424242,6.71568179229733,2.40918260547919e-05,0.00206438724556113,2.95391108709256
"202992_at",2.33001944444445,11.302590969697,6.71316951221034,2.41774052687317e-05,0.00206739528685174,2.95034749046795
"220773_s_at",-1.02522635555555,7.28540224242424,-6.70802521826637,2.43536548349963e-05,0.00207812780913878,2.94304763897558
"212242_at",1.12337737777778,7.77221563636364,6.70538251279002,2.44447289240914e-05,0.00208156268607455,2.93929611600118
"215076_s_at",2.5968046111111,11.0138571212121,6.69880138468496,2.46731116634821e-05,0.00209231051889143,2.92994935271659
"203566_s_at",-2.01239248888889,10.4683683636364,-6.69209503379608,2.49081805306443e-05,0.00210022701971749,2.92041835905629
"202976_s_at",-1.18326931111111,8.92841509090909,-6.69018158468784,2.4975686864698e-05,0.00210022701971749,2.91769780371096
"203131_at",2.86859511111113,10.3407877575758,6.68972751718512,2.49917349328978e-05,0.00210022701971749,2.91705213029418
"204517_at",1.270483,9.99840260606061,6.68810546597293,2.50491527374106e-05,0.00210022701971749,2.91474536981564
"200704_at",1.44143544444445,10.3145678181818,6.68803875225611,2.50515172948658e-05,0.00210022701971749,2.91465048645691
"225325_at",1.19990726666667,7.80068272727273,6.67704646564807,2.5444387669893e-05,0.00212255941867851,2.89900802615043
"207275_s_at",-1.78708733333333,12.7562942424242,-6.67256184000506,2.56065514514611e-05,0.00213174540833414,2.89262124659081
"206305_s_at",-2.17633742222224,11.7182312727273,-6.66379209341341,2.59268555875614e-05,0.00214600971471277,2.88012346901103
"207027_at",-1.77667081111111,7.69744863636364,-6.64912174198055,2.64722527995602e-05,0.00217726305706262,2.85919203468029
"233496_s_at",-1.14532385555556,7.17694663636364,-6.64279281291738,2.67113043935037e-05,0.00218866920142838,2.85015246378892
"231691_at",-2.05049180000001,11.1539732727273,-6.64262153552013,2.67178056279253e-05,0.00218866920142838,2.84990774927713
"210653_s_at",-1.18664094444445,6.93917003030303,-6.63944972725676,2.68385041589609e-05,0.00219306191625635,2.84537522993381
"205656_at",1.00413448888889,7.31664721212121,6.6255885385045,2.73728281099933e-05,0.00222453108443892,2.82555058325665
"201088_at",2.1993588,9.26909454545455,6.61827803775916,2.76591885897514e-05,0.0022433518919755,2.81508376745392
"213787_s_at",-2.37500641111111,9.41401324242424,-6.60030866398585,2.83767170938648e-05,0.00228795660521183,2.78932337828801
"217958_at",1.02105591111111,9.26555854545455,6.59739798268237,2.84947961318396e-05,0.00229296336888805,2.78514632693451
"205945_at",-1.39315024444445,7.73782033333333,-6.58542619073523,2.89859923654028e-05,0.00231827378540144,2.76795303505139
"201201_at",1.94344977777775,11.8580418181818,6.58483467465297,2.90104945567663e-05,0.00231827378540144,2.76710299293393
"206453_s_at",-1.01536057777778,10.5464969090909,-6.58422602051215,2.9035729678726e-05,0.00231827378540144,2.76622826973895
"225083_at",1.03368366666663,10.7249845454545,6.57357774082093,2.94810154622475e-05,0.00234924691112489,2.7509165139779
"231669_at",-1.07665524444444,8.0561956969697,-6.56900945626828,2.9674274238628e-05,0.00236005553114556,2.74434250331496
"222449_at",1.18018428888889,6.92456151515152,6.56686773920595,2.97653424752775e-05,0.00236271058613351,2.74125941761131
"201798_s_at",2.20374236666667,8.04155124242425,6.56035891983827,3.00439360112623e-05,0.00237561694031909,2.73188564887274
"214687_x_at",1.83838111111113,10.5154506666667,6.55495536574661,3.02773307663528e-05,0.00238945894192494,2.72409899170499
"224915_x_at",1.12284057777779,9.85880896969697,6.54755025548776,3.06003189255675e-05,0.00240635886547409,2.71342118451565
"225311_at",-1.945241,9.65415821212121,-6.54735296662848,3.06089740694841e-05,0.00240635886547409,2.71313659515698
"228806_at",-1.47328506666667,8.5830803030303,-6.53865964810351,3.09929532755823e-05,0.00242962678499172,2.70059088439964
"203474_at",-1.00719511111112,11.2423618181818,-6.53663985897515,3.10828983943861e-05,0.00242962678499172,2.69767447218765
"40665_at",-1.51364800000004,12.6027081818182,-6.53126149525832,3.13237653176004e-05,0.00243563822783077,2.6899056700002
"225498_at",1.38058031111112,9.78308272727273,6.53094057341952,3.13382002994901e-05,0.00243563822783077,2.68944198058049
"210366_at",-1.88333324444446,11.2177872121212,-6.5189989096862,3.1880399676284e-05,0.00247308577716083,2.67217725970486
"200789_at",-1.16903457777778,11.2065017575758,-6.51560578160394,3.20362767857819e-05,0.00248047988822087,2.66726785879589
"206910_x_at",-1.20537177777779,13.7357715151515,-6.51333605725876,3.21409985181074e-05,0.0024838927515154,2.66398294104472
"227174_at",-2.57588745555555,9.18451112121212,-6.50639967281719,3.2463297679659e-05,0.00250407572440895,2.65393944995105
"209696_at",-2.00949604444441,11.8230538181818,-6.50354776297829,3.25968081397776e-05,0.00250673833543635,2.6498080228119
"227862_at",1.5844984,7.15117821212121,6.50304897524304,3.26202185792518e-05,0.00250673833543635,2.64908533139835
"208683_at",2.06805555555555,10.8912723636364,6.49952747712658,3.27860089953948e-05,0.00251140378787837,2.6439820212992
"205500_at",-1.43405511111111,12.4416012121212,-6.4991557856903,3.28035603045711e-05,0.00251140378787837,2.64344326588094
"226710_at",-1.01150773333333,8.73708775757576,-6.47966207880208,3.37382179918173e-05,0.00256945922045314,2.61515963761645
"222433_at",1.24824595555556,8.04838563636364,6.47939725057298,3.37511090782913e-05,0.00256945922045314,2.61477501575378
"227560_at",-1.3348728,8.55622296969697,-6.47813136836573,3.38128010894857e-05,0.00256945922045314,2.61293637782072
"216607_s_at",-1.53378573333334,9.08986533333334,-6.46678424007243,3.43711859574489e-05,0.0026029444562531,2.59644478270786
"201120_s_at",-2.12803635555554,10.7013896363636,-6.46659562505228,3.4380550082593e-05,0.0026029444562531,2.59617049693995
"228656_at",-1.12152151111111,8.50893060606061,-6.46288746314146,3.45652007555973e-05,0.00261066367936308,2.59077700257436
"226430_at",1.48080184444445,9.15216496969697,6.46199127939304,3.46099850556447e-05,0.00261066367936308,2.58947321005693
"218773_s_at",-1.01997977777777,9.77774593939393,-6.45306440244627,3.50594669287205e-05,0.00263486368061186,2.576479773579
"205342_s_at",1.1469923,6.9949233030303,6.4494253685194,3.52444764450296e-05,0.00264391668628565,2.57117968600786
"205225_at",-2.03824306666667,7.58016787878788,-6.44737548343497,3.53491503724755e-05,0.00264692111536787,2.56819327360045
"212279_at",-1.09052982222222,8.46482784848485,-6.44396671731184,3.55239463657151e-05,0.00265031934279294,2.56322579746189
"211715_s_at",-2.22871897777776,9.95356369696969,-6.43667783678084,3.59008016929131e-05,0.00267356533916369,2.55259829414745
"202733_at",1.20536634444444,7.76057584848485,6.43532393518674,3.5971269420778e-05,0.00267395140509192,2.55062339571464
"218100_s_at",1.169722,6.75991848484848,6.42912673241863,3.62957045286466e-05,0.00269318072787833,2.54158030383971
"240157_at",-2.13313637777778,10.047977,-6.4275143593679,3.63806246742434e-05,0.00269460037257204,2.5392265778709
"223579_s_at",-2.48673577777777,10.9195333333333,-6.42450465444501,3.65397053128432e-05,0.00270004387802918,2.53483202823978
"200761_s_at",1.25723211111109,11.3374036969697,6.42363215298066,3.65859604068995e-05,0.00270004387802918,2.53355781922038
"218976_at",-2.73468532222223,9.25077193939395,-6.42126396831814,3.67118224705824e-05,0.00270445959815213,2.53009874218018
"213798_s_at",1.20537566666665,10.7623896969697,6.41873576639218,3.68466975465136e-05,0.00270720444664077,2.52640503534777
"222943_at",-2.7113888,11.6282938787879,-6.41808923363353,3.68812734985119e-05,0.00270720444664077,2.52546030053969
"217512_at",-1.98454817777777,11.2574437575758,-6.41587676188971,3.69998557805643e-05,0.00271105025566392,2.52222690381121
"205442_at",-2.26721686666666,9.10525054545454,-6.41264303090388,3.71739049479892e-05,0.002715678088076,2.51749971430385
"223253_at",1.79679691111111,7.47429909090909,6.40982282675185,3.73264079772802e-05,0.002715678088076,2.51337579016317
"205202_at",-1.05290162222222,8.89305090909091,-6.40978930078792,3.73282248977462e-05,0.002715678088076,2.51332675889399
"204528_s_at",1.15305262222222,9.08032360606061,6.40763561007531,3.74451403242772e-05,0.00271667070343274,2.51017667212881
"202145_at",-1.66580191111111,9.05614775757576,-6.40709549669227,3.7474522020545e-05,0.00271667070343274,2.50938657152531
"205354_at",-1.76422586666667,8.55986915151515,-6.40080613592689,3.78184691255216e-05,0.00272712443118352,2.50018309967595
"225186_at",-1.23314724444444,7.5126223030303,-6.39334587834072,3.82308087371036e-05,0.00275114999435482,2.48925873139521
"208836_at",2.18643927777778,9.34846742424242,6.39235417035672,3.8285981024494e-05,0.00275114999435482,2.48780592069397
"205073_at",-2.15262493333335,10.1014407878788,-6.38341210151007,3.8787302393192e-05,0.00277742852923558,2.47469968620523
"201462_at",1.13472437777778,7.3135536969697,6.36746263490107,3.96988962778544e-05,0.00282787320459937,2.45129386782406
"218095_s_at",1.38928381111111,8.4194866969697,6.36387819786522,3.99068846832983e-05,0.00283580803392374,2.44602860155147
"207185_at",-2.47753293333335,11.6287053333333,-6.36156812960801,4.00415412340291e-05,0.00283580803392374,2.44263429226078
"228293_at",-2.5592444,8.55388542424242,-6.36143437391889,4.0049352793546e-05,0.00283580803392374,2.44243773386413
"227878_s_at",-1.39738168888889,8.66478172727273,-6.35711729391559,4.03023499581114e-05,0.00284121162122941,2.43609223930506
"209425_at",-2.22543333333334,8.19721839393939,-6.3548810058164,4.04340726637249e-05,0.00284559996947338,2.43280414308834
"226785_at",-1.69309126666667,9.71870206060606,-6.35351151036837,4.05149652026434e-05,0.00284640216078057,2.43079016314909
"202862_at",-1.41395986666666,10.7093676363636,-6.35130123890389,4.06458834480445e-05,0.00285071017148708,2.42753916009041
"203608_at",-2.37622200000001,10.2643290909091,-6.34690499311016,4.09076200040618e-05,0.00285927509854329,2.4210707699371
"221541_at",1.98240320000001,9.1669216969697,6.33615574171013,4.15551700497845e-05,0.00289958809211095,2.40524302641252
"213194_at",1.65339717777778,7.61737672727273,6.33368477073598,4.17055601878132e-05,0.00290020040701637,2.40160225567274
"230259_at",-1.39738052222223,9.08484209090909,-6.33018618870692,4.19194842004234e-05,0.00291013585316126,2.39644585844623
"230875_s_at",1.46800511111111,7.85799560606061,6.32865762083785,4.20133158702649e-05,0.00291171472881587,2.39419241156265
"228381_at",-2.07356593333334,8.64178336363637,-6.31844247182454,4.26461377851894e-05,0.00294560397562154,2.37912425112458
"204551_s_at",-2.21183599999998,13.4166133333333,-6.3160796552429,4.27939511419972e-05,0.00295083744920044,2.37563673417871
"210554_s_at",1.61361002222222,8.28796454545454,6.31131359955287,4.3093766728827e-05,0.00296651696041349,2.36859955083715
"224901_at",1.51282802222222,6.85837587878788,6.30493656639617,4.34984210009826e-05,0.00297437700463981,2.3591785248998
"225073_at",1.27487722222222,8.56296975757576,6.29960801351453,4.38396421424595e-05,0.00298773361483028,2.35130189223418
"206424_at",-1.96089557777778,8.3534426060606,-6.29390422160626,4.42080477703416e-05,0.00299787653745931,2.34286597690567
"212967_x_at",1.39656522222224,10.5332824848485,6.28970104360145,4.44816350238365e-05,0.00300849059919551,2.33664642233547
"205771_s_at",2.39879413333335,9.60682830303031,6.28673865431908,4.46755396473096e-05,0.00301460531863946,2.33226134133914
"207773_x_at",-2.35573448888889,8.03345548484848,-6.28156387836836,4.50164160823032e-05,0.00303261083275503,2.32459828750635
"224243_at",-1.48761573333334,10.4453576969697,-6.27737876272521,4.52941230159721e-05,0.0030463086775225,2.3183978999272
"209531_at",-1.89130502222222,10.3617014545455,-6.26915892616099,4.58448719950565e-05,0.00307613159454386,2.30621246795182
"226077_at",1.63684421111111,7.76013015151515,6.26655949998958,4.60205178542563e-05,0.00307999083462824,2.30235690794227
"219277_s_at",-1.62638071111111,8.71376581818182,-6.26338641442103,4.62358964921362e-05,0.00308826176471347,2.29764913357601
"213355_at",-1.84227845555556,8.19464109090909,-6.26251991161308,4.62948979109371e-05,0.00308826176471347,2.29636328299765
"202922_at",-1.27704931111111,8.75933181818182,-6.25862712500768,4.65609523949935e-05,0.00309469108315244,2.29058520724621
"202551_s_at",1.62061536666667,7.91179918181818,6.25779631421981,4.66179447326609e-05,0.00309469108315244,2.28935174437191
"212311_at",1.55682817777778,7.54953206060606,6.24538500247507,4.74782260604807e-05,0.00313509457573034,2.27091324319977
"202562_s_at",-1.07891844444444,9.0239873030303,-6.24232476946086,4.76929264883923e-05,0.00313509457573034,2.26636342502505
"210233_at",-4.12243628888888,8.35134154545454,-6.24133805335871,4.77623725006892e-05,0.00313509457573034,2.26489612651328
"209301_at",-1.85988537777777,10.567992,-6.23874940025939,4.79450756488236e-05,0.00314205176560026,2.2610459847562
"209681_at",-2.2182694888889,9.03253557575758,-6.23726417444942,4.80502357870336e-05,0.00314391311118388,2.25883654265817
"220948_s_at",1.42999355555555,9.42179884848485,6.23236036149306,4.83991902994638e-05,0.00316169447444296,2.25153926483577
"200771_at",1.37081548888889,8.21198006060606,6.22925201462148,4.86217735188326e-05,0.0031699112196313,2.24691196083641
"208451_s_at",-1.17160733333333,13.6211745454545,-6.22504338494385,4.89248810960954e-05,0.00318081619811901,2.24064443815034
"202613_at",-1.58529277777778,8.23135648484848,-6.22093111728,4.92229887641105e-05,0.00319512582692425,2.23451790667748
"225853_at",-1.33594424444444,8.13360206060606,-6.21854356623967,4.93969529019361e-05,0.00320134461061772,2.23095975022252
"208752_x_at",1.50386233333331,10.6190327878788,6.21641811056658,4.9552369690465e-05,0.00320634361793326,2.22779148901976
"206065_s_at",-1.67428044444442,12.1555945454545,-6.20317852902503,5.05322424382328e-05,0.00325432408494902,2.20804127495907
"213349_at",1.15013284444445,8.78654787878788,6.19576190485194,5.10901316440779e-05,0.00327152497267347,2.19696623449449
"52940_at",-1.73619673333334,8.74073233333334,-6.19358148058489,5.12553882529973e-05,0.00327152497267347,2.19370872959789
"204019_s_at",3.25257962222222,8.9596713939394,6.19145934655129,5.14167724087335e-05,0.00327152497267347,2.19053763808365
"235349_at",-1.24052042222222,8.16575896969697,-6.19134208837433,5.14257053887047e-05,0.00327152497267347,2.19036240063292
"202310_s_at",2.72967034444445,8.81391963636364,6.19117656165169,5.14383183769554e-05,0.00327152497267347,2.19011502441582
"204881_s_at",1.77308343333332,8.59238918181818,6.18733568496159,5.17319145514682e-05,0.0032800115915071,2.18437378387466
"203293_s_at",-1.07888582222222,7.21212457575758,-6.18442976275085,5.19552257060722e-05,0.00328907896397992,2.18002864759232
"226311_at",1.88540697777778,7.77034539393939,6.17246580319064,5.28854636714323e-05,0.00334280201623179,2.16212622907166
"225354_s_at",-1.14237451111111,9.5865653030303,-6.16628035519851,5.33733265806532e-05,0.00336325858987227,2.15286230395119
"220061_at",-1.63015173333334,10.6908086060606,-6.16485378175331,5.3486521274236e-05,0.00336521417030942,2.15072493106718
"226197_at",-2.24793359999999,10.0784153333333,-6.16124912853814,5.37736783577466e-05,0.00337291897680696,2.14532290233289
"222403_at",-1.14458966666668,9.59914296969698,-6.15740177896309,5.40819768202854e-05,0.00338706986021723,2.13955505373391
"203083_at",1.66048246666666,8.28369975757576,6.14722304371001,5.49067153599407e-05,0.0034282380402863,2.12428485076081
"200706_s_at",1.16635267777778,9.43250136363636,6.14217404312516,5.53207607389341e-05,0.00344359124484195,2.11670465154036
"225987_at",2.42513073333333,9.91251848484848,6.13993982042251,5.55050362678976e-05,0.00344981909028349,2.11334915603601
"242375_x_at",-1.54695164444444,8.43991493939394,-6.13745376985645,5.57108487323546e-05,0.0034573646261038,2.1096145861182
"216268_s_at",2.62466124444444,8.47546872727272,6.12674929695966,5.66063416814412e-05,0.00349704245690822,2.09352382828638
"222446_s_at",2.06110054444445,8.72582393939394,6.12473652982711,5.67764223736496e-05,0.00350226729518421,2.09049639129061
"200600_at",1.95305578888889,9.24285857575757,6.11845337680088,5.73108547055871e-05,0.00352991774118217,2.0810419574497
"221641_s_at",1.11590698888889,8.45400372727273,6.11620816128912,5.75031215278004e-05,0.00353644197395973,2.07766210989044
"201035_s_at",-1.13173403333334,9.80804427272728,-6.11118738003806,5.7935553874626e-05,0.00355769467938652,2.07010136291284
"207102_at",-3.48161724444443,11.4628678181818,-6.1047699071975,5.84933148840031e-05,0.00358656838972138,2.06043194569493
"235377_at",-2.49515042222223,9.20988193939394,-6.09255043424682,5.95711685437838e-05,0.00363742006808991,2.04200369081853
"221269_s_at",1.28411866666667,8.93232163636364,6.09229020313467,5.95943510231554e-05,0.00363742006808991,2.0416109956056
"238513_at",-1.22120244444445,8.50533242424242,-6.09209332472112,5.96118961425223e-05,0.00363742006808991,2.04131389455873
"212119_at",1.33241317777778,9.01606624242424,6.08318263626383,6.04117548426048e-05,0.00367122413441877,2.0278611651905
"208126_s_at",-1.85085546666669,11.0379853939394,-6.0794931219326,6.07462687463917e-05,0.00368608358753105,2.02228757117374
"206514_s_at",-1.88607064444444,9.41060593939394,-6.07434507387841,6.12163120527536e-05,0.00370173508107388,2.01450727905122
"206535_at",-2.40427222222223,11.9908612121212,-6.06754581267171,6.18430450934734e-05,0.00372504306468173,2.00422550677525
"227742_at",2.52182985555556,7.53669124242424,6.06548185292993,6.20346388341772e-05,0.00373109658151111,2.00110305998302
"226147_s_at",1.84105111111111,11.0785063030303,6.05734047531023,6.27965550643706e-05,0.00376586251666406,1.98878031055591
"205158_at",-1.59246626666666,11.2624416969697,-6.04865595195239,6.3620262404525e-05,0.00379352214796449,1.97562468624797
"205082_s_at",-1.9125048,11.4980596363636,-6.04857226518062,6.36282554664813e-05,0.00379352214796449,1.9754978604563
"214906_x_at",-1.00614914444445,7.95115942424242,-6.04751228809513,6.37295879273655e-05,0.00379404097662349,1.97389139494176
"225131_at",-1.02336615555556,8.67423678787879,-6.04299888575428,6.41629847235313e-05,0.0038142985359813,1.96704917988786
"205227_at",-1.43323917777778,8.62886842424242,-6.03919110974827,6.45310569529854e-05,0.00382939001318797,1.96127434195049
"229659_s_at",1.74324673333332,9.72388721212121,6.03825720558671,6.46216729873416e-05,0.00382939001318797,1.95985766498463
"225049_at",1.25922446666665,10.0409884242424,6.03438597078646,6.49987386551357e-05,0.00384063665198166,1.953983860725
"213351_s_at",1.23911348888889,7.81632551515152,6.03264938333307,6.51686435979212e-05,0.00384063665198166,1.95134822753089
"202371_at",1.26731722222222,10.4778427272727,6.02072109284281,6.63485010775626e-05,0.00389336426308866,1.93323254078084
"201919_at",1.16193795555556,8.14151806060606,6.00117627264236,6.83309928593124e-05,0.00399253799789526,1.90350413442381
"222437_s_at",1.35212382222223,8.93264884848485,5.99487696956644,6.89832677951635e-05,0.00401211750575892,1.89391064740153
"218494_s_at",-1.34193926666667,7.61151260606061,-5.9928154250717,6.91981670091881e-05,0.0040145718449424,1.89076975849199
"213864_s_at",1.72311002222225,9.99814593939395,5.98439030365428,7.00838278506396e-05,0.00404304719004838,1.87792705262587
"209355_s_at",-1.8227343111111,9.11457818181818,-5.97630968466154,7.09445787064474e-05,0.00408120645960306,1.86559964208807
"212482_at",-1.24653851111111,7.89349736363636,-5.97176172163716,7.14339555048612e-05,0.00409784787608349,1.85865724630731
"206743_s_at",-1.55525533333333,10.2326690909091,-5.9702759461097,7.15946051679143e-05,0.00410131948681483,1.85638857119257
"219543_at",-1.67368468888889,11.7568497878788,-5.96144603128787,7.25572813506359e-05,0.00415066157379985,1.84289918791215
"212067_s_at",-1.04323588888887,12.8990124242424,-5.94755795170157,7.40993038153322e-05,0.00421782584802018,1.82165920525001
"204450_x_at",-1.39229711111111,14.5026121212121,-5.94660642101653,7.42062188623671e-05,0.00421782584802018,1.82020292262322
"203632_s_at",1.00535353333334,7.25387521212121,5.94625046157615,7.42462569013538e-05,0.00421782584802018,1.81965810547393
"43427_at",-1.88872559999998,9.60620436363635,-5.94271138626087,7.46455778884241e-05,0.00423463743037668,1.81424032222642
"224361_s_at",-1.11900295555556,8.41354818181818,-5.94074846014466,7.48680402468102e-05,0.00423552494539931,1.81123458529291
"209185_s_at",-1.29451044444443,11.9748106060606,-5.92655750536504,7.64973949190357e-05,0.00431578071417188,1.78948771963718
"221928_at",-1.35535444444444,9.15630590909091,-5.92278641853442,7.69366724821268e-05,0.00433459307867322,1.7837037345302
"207041_at",-1.94814551111112,9.12504975757576,-5.91835956249182,7.74557532037547e-05,0.00435186583741096,1.77691127055516
"205075_at",-1.39304262222222,10.4253343636364,-5.91617618273086,7.77131364699125e-05,0.00435982638971275,1.77356007856738
"223099_s_at",-1.2054676,9.15884284848485,-5.90894989103013,7.85714806665323e-05,0.00439580363544587,1.76246368106613
"216841_s_at",2.47257197777777,8.96627824242424,5.90442178772359,7.91144504353224e-05,0.00440265456660829,1.75550658228416
"218789_s_at",-1.19326784444445,7.7592833030303,-5.90354853454298,7.92196200002516e-05,0.00440265456660829,1.75416454461876
"226282_at",1.14278082222222,8.21166127272727,5.89976827725436,7.96766049896384e-05,0.00442205157692493,1.74835365068757
"206068_s_at",-1.72625482222222,8.67244560606061,-5.89878873860969,7.97954741110059e-05,0.00442265605427969,1.74684759019044
"201596_x_at",1.38772977777777,13.2555818181818,5.89768744538917,7.99293429716184e-05,0.00442408913347908,1.74515416041204
"223063_at",1.69142799999999,9.01409157575757,5.88391645001884,8.16235415000366e-05,0.00449962131399731,1.72396374328501
"205404_at",-1.56231622222221,12.2483151515151,-5.87958920569738,8.21637358862554e-05,0.00452331244377034,1.71729932166347
"204541_at",-1.07138124444445,8.18386163636364,-5.87721720481751,8.24614530717629e-05,0.00452753171094683,1.71364501228644
"228391_at",-2.01118817777779,9.75617000000001,-5.8738156983384,8.28903840029357e-05,0.00454498960960675,1.70840319492745
"216661_x_at",-1.74339477777779,12.7156872727273,-5.87130783534512,8.32081405561365e-05,0.0045563131404262,1.70453741349618
"211621_at",-1.10139468888889,8.27088960606061,-5.87036008189251,8.33285607706768e-05,0.00455681511429392,1.70307624358972
"218921_at",-1.16697218888889,7.82159215151515,-5.86174159787864,8.44321286474449e-05,0.00460486758624593,1.68978287408929
"224327_s_at",-1.85919788888889,10.1200612727273,-5.85792498647303,8.49257721632967e-05,0.00461820000598102,1.68389253244579
"203434_s_at",-1.88058193333333,6.93608136363636,-5.85723886682886,8.50148393395759e-05,0.00461820000598102,1.68283338627356
"229477_at",-2.7489615111111,8.72162848484848,-5.85012727947621,8.59438678736992e-05,0.00466248329038258,1.6718513094782
"205152_at",-2.41475293333332,9.94353836363635,-5.84891006440474,8.61039553294106e-05,0.00466498929409699,1.6699708755253
"225924_at",-1.22904541111111,9.97993893939394,-5.84744249145762,8.62973900327932e-05,0.00466777700996845,1.66770338146473
"215127_s_at",1.10139402222224,10.2865084242424,5.84601905519571,8.64854472793942e-05,0.00466777700996845,1.66550377770592
"221590_s_at",-2.04870695555555,8.20724912121212,-5.84500667032045,8.66194627447648e-05,0.00466777700996845,1.66393918034008
"204073_s_at",1.14863573333333,7.65204481818182,5.84479735768174,8.66471981602487e-05,0.00466777700996845,1.66361567777056
"226859_at",-1.51934995555556,9.70280927272728,-5.84420892243208,8.67252204542589e-05,0.00466777700996845,1.66270618865613
"226633_at",1.66381444444445,8.36247484848485,5.84297025936084,8.6889701717115e-05,0.00467049251001485,1.66079153643389
"206610_s_at",-1.86576217777777,9.56625306060605,-5.83134110093772,8.84501491833125e-05,0.00474813848020877,1.64280482724828
"229273_at",-1.58823417777778,7.16180915151515,-5.81008931412135,9.13790259676377e-05,0.00487246616086519,1.609883328618
"213920_at",-2.55931717777778,8.29677545454546,-5.80937007125135,9.14799306063461e-05,0.00487246616086519,1.60876797155696
"224796_at",1.02720702222223,8.56425972727273,5.79737767501152,9.31798852701868e-05,0.0049501360840228,1.59015966456259
"241994_at",-2.97111128888888,10.7273837575758,-5.79453669575921,9.35874845438601e-05,0.00495892597597926,1.58574827825072
"201999_s_at",1.21206077777779,10.7538812727273,5.79194968338636,9.39602900827978e-05,0.00497224744380015,1.58173020826445
"220446_s_at",2.30611874444444,8.74890318181818,5.7865617016654,9.47417932136513e-05,0.00498974342805218,1.5733585875816
"201842_s_at",3.96481856666667,8.83635275757576,5.78441376487264,9.50552589855749e-05,0.00499790545929417,1.57002001943928
"228716_at",-1.41472004444445,8.95565287878788,-5.77330641372212,9.66938674602195e-05,0.00506455769476104,1.55274485116849
"204396_s_at",1.36895298888889,6.93215196969697,5.76979691316895,9.72178046395415e-05,0.00507672342892176,1.54728277243871
"216295_s_at",1.16219388888887,10.820096060606,5.76032797606192,9.8646489533569e-05,0.00513400452961303,1.53253654956137
"225202_at",-1.17298008888888,9.76083145454545,-5.75856677189417,9.89146659834456e-05,0.00514142868529943,1.52979232227725
"201968_s_at",-1.41014117777779,11.8271311818182,-5.74007777358569,0.000101777018406231,0.00527014525524753,1.50095602020131
"226946_at",-2.06486997777778,8.99739151515152,-5.73033709466725,0.000103320167695355,0.00532850235725685,1.48574374108249
"212566_at",1.11150415555556,9.07889393939394,5.71981808020267,0.000105014481981987,0.00539008542293258,1.46930021476585
"219869_s_at",-1.00080907777778,7.57634172727273,-5.71719605723124,0.000105441378968956,0.00540522333065016,1.46519887999599
"1555612_s_at",-2.2516375111111,10.2879735151515,-5.71320661165572,0.000106094436746537,0.0054251211419493,1.45895669782043
"235651_at",1.42861906666666,7.37946996969697,5.70805057056541,0.000106944811783966,0.00545498449048502,1.45088570150223
