"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"225922_at",-1.5973249111111,9.10693433333333,-4.91516547566585,0.000381655964279464,0.0122991712359737,0.163900119865986
"202133_at",1.71286071111113,9.04885727272728,4.91455230251674,0.000382044653098506,0.0123020180395139,0.16287054348606
"211470_s_at",2.12501426666667,7.18725890909091,4.91261496986215,0.000383275456709693,0.0123264997238524,0.159617242537596
"221942_s_at",1.29470813333333,8.6330336969697,4.91093449994858,0.000384346445333886,0.0123284843267252,0.156794872080031
"205498_at",-2.52629622222225,11.5296390909091,-4.91030298247234,0.000384749732778155,0.0123284843267252,0.155734131843063
"210327_s_at",-1.57721688888888,12.5302721212121,-4.90877864811688,0.00038572500527004,0.0123284843267252,0.153173532914957
"209513_s_at",-1.13800019999999,10.0917808484849,-4.89711024783935,0.000393276995402906,0.0125063916573817,0.13356239721698
"214853_s_at",1.41475866666666,11.1059254545454,4.89258269303014,0.000396248965932573,0.0125716199811249,0.125947972618932
"89977_at",-1.39844368888891,10.704736,-4.89184867932334,0.000396733002732672,0.0125772345657334,0.124713251191929
"227135_at",-1.06070281111111,8.3898833030303,-4.88817460798363,0.000399165172327087,0.0126067494520358,0.1185318213925
"216320_x_at",-1.06325999999998,11.831,-4.88811771089491,0.000399202960015882,0.0126067494520358,0.118436080790537
"200750_s_at",1.01173253333332,10.0962564242424,4.88626952670186,0.000400432459110526,0.0126261070767575,0.115325908802772
"209081_s_at",-1.01211897777779,9.55074303030303,-4.88546200924402,0.000400970904855068,0.0126333594553529,0.113966853510544
"1556388_a_at",-2.18208464444446,9.3216397878788,-4.88432931617306,0.000401727455890308,0.012647467229678,0.112060378655603
"49452_at",-2.11013533333333,10.0824992424242,-4.88299780276633,0.000402618719761755,0.0126657912002471,0.10981904206119
"210326_at",-1.70159613333336,10.4985505454546,-4.88149203028281,0.000403629127136057,0.0126878322474027,0.107284088311197
"1554423_a_at",-1.18236824444444,9.10610133333333,-4.87643777918212,0.000407040147766033,0.0127421469008912,0.0987730796004795
"213428_s_at",1.2352031111111,9.59161818181818,4.87044126866495,0.000411126360410687,0.0128348510640711,0.0886709292508225
"214842_s_at",2.49636821111111,9.30318954545454,4.86769268477649,0.00041301369979882,0.0128839513557196,0.0840388587845862
"201761_at",1.19830494444445,6.65684512121212,4.86599880299863,0.000414181345015143,0.0129105431586569,0.0811837290461579
"203695_s_at",1.27608924444444,8.14815678787879,4.85852075579364,0.000419377750349666,0.0130207983766769,0.0685744896301177
"201983_s_at",-1.10302151111112,9.97322836363637,-4.85785095470437,0.000419846513386557,0.0130207983766769,0.0674447283583497
"213564_x_at",1.87609726666665,9.98620381818181,4.85749777594267,0.000420093908334949,0.0130207983766769,0.0668489935265546
"226438_at",-1.47538597777778,8.99872812121212,-4.85725848474776,0.000420261614149926,0.0130207983766769,0.0664453524900024
"217289_s_at",-1.38985691111112,9.04711963636364,-4.85103324280858,0.000424649314031068,0.0131467961099006,0.0559418091028894
"213375_s_at",-2.167947,10.5998428787879,-4.84988869828836,0.000425461233577223,0.0131520503140298,0.0540101133436632
"210046_s_at",-1.32710073333333,9.34072606060606,-4.84623632699151,0.000428063069804543,0.013212536003108,0.0478446863408815
"216598_s_at",2.02818253333333,9.42038648484848,4.84577455722299,0.000428393206974543,0.0132127690997517,0.0470650641433537
"204476_s_at",-1.18677011111111,9.19782048484849,-4.84279354787453,0.000430530884837117,0.0132687091888965,0.042031438004055
"212055_at",1.02493228888889,7.88780809090909,4.83726920373957,0.000434522022003999,0.0133389458162239,0.0327001034438386
"224617_at",1.23894522222221,9.21320436363636,4.83616337027803,0.000435325598066722,0.0133389458162239,0.0308317200582096
"202998_s_at",1.0031402,7.09030915151515,4.83408229849827,0.000436842080706517,0.0133389458162239,0.027315162684725
"226098_at",1.3076673,6.83892972727273,4.83353791394333,0.000437239688873096,0.0133389458162239,0.0263951766786708
"226460_at",-1.32323277777779,9.80472066666667,-4.82908031561317,0.000440509749186296,0.0134047836678466,0.0188605522891203
"222392_x_at",1.05038688888889,12.1444363636364,4.82600039911174,0.000442784130284059,0.0134540023681786,0.0136530680910596
"224932_at",-1.02588217777775,10.3888476969697,-4.8238938473013,0.000444346815244802,0.0134814823745273,0.0100906131448575
"226086_at",1.01009953333334,7.21938181818182,4.81844768323645,0.000448413762805736,0.0135747075467555,0.000877714925458406
"215794_x_at",-1.91555451111113,9.57424151515153,-4.81528280734163,0.000450795065291785,0.0136166040407715,-0.00447788781978886
"204754_at",-1.44651915555556,8.04408251515151,-4.81225772924141,0.000453083579685303,0.013665574624691,-0.00959816135590419
"241914_s_at",-1.61683019999998,11.6402138484848,-4.8099277483184,0.000454854547316803,0.0136983797080721,-0.0135427307455886
"201012_at",2.38679724444445,8.19419506060606,4.80950773787774,0.000455174559503068,0.0136983797080721,-0.014253868685743
"203044_at",1.03534293333334,8.75737042424242,4.80830055608621,0.000456095644311076,0.0137155218988452,-0.0162979301870321
"212463_at",1.03964553333333,9.31361981818182,4.80427977148269,0.000459177641425031,0.0137884582222345,-0.0231075121461242
"202982_s_at",-1.61295600000001,9.64767951515152,-4.79922607770536,0.000463082381887769,0.0138853523277754,-0.031669443819494
"219293_s_at",1.13212849999998,10.3288806969697,4.79757843213461,0.000464362949469315,0.0139135640433897,-0.0344615994274173
"202847_at",-1.66762895555555,10.9246223939394,-4.79594047420287,0.000465639668193571,0.0139416192759799,-0.0372376917912742
"209960_at",2.46336533333333,9.42647351515151,4.79384429463496,0.00046727892189954,0.0139702754467761,-0.0407909151919679
"203159_at",1.06132964444445,7.91473812121212,4.79124169227911,0.000469322631382353,0.0140109224918293,-0.0452033763188195
"210481_s_at",-1.69256175555555,8.49065363636363,-4.78777426039809,0.000472060022931575,0.014072129897565,-0.0510834535023745
"221478_at",1.45228907777779,10.2799817878788,4.78319358501155,0.000475701958466641,0.0141600492016731,-0.0588537876937885
"226084_at",1.39398423333334,6.91718003030303,4.77943972660777,0.000478708475791835,0.014199339132826,-0.0652236167107061
"235299_at",-1.4028923111111,10.3860027878788,-4.77766392030205,0.000480137677095812,0.0142126153078855,-0.0682375807191589
"203971_at",-1.054711,7.70045790909091,-4.77396488244215,0.000483129109983108,0.0142671126285495,-0.0745170481128987
"226370_at",-1.78647793333333,8.45129024242424,-4.77149138872395,0.000485140331877357,0.0142955847865933,-0.0787170354426481
"201816_s_at",1.33130338888889,7.19845318181818,4.76821779540356,0.000487815623528951,0.0143640834824747,-0.0842768181055913
"219298_at",-1.07727971111111,10.1897635151515,-4.76750168297905,0.000488402913296839,0.0143710452052624,-0.0854932304945866
"243252_at",-1.30834775555555,8.28161569696969,-4.76378397064566,0.000491463771680353,0.0144277728313404,-0.0918093346992359
"205813_s_at",-1.94167542222221,12.2649258181818,-4.761334466795,0.000493491472282096,0.0144688025864011,-0.0959718352548089
"213306_at",-1.20842435555557,10.6844650909091,-4.76018991094786,0.000494441939673781,0.0144863000050776,-0.0979170741689792
"212542_s_at",1.32251831111111,8.23557557575757,4.75127732703006,0.000501909115299849,0.0146735870475136,-0.113070353837234
"212739_s_at",-1.02153575555555,9.20921412121212,-4.75016312912876,0.000502850892392906,0.0146814349969968,-0.114965451706452
"233565_s_at",1.34757851111111,7.96730157575758,4.75011166365196,0.000502894438359981,0.0146814349969968,-0.11505299131864
"224989_at",-1.52180567777778,8.14773509090909,-4.7482163860139,0.000504500825630352,0.0147110585802428,-0.118276981383034
"209339_at",-1.07910477777778,8.28882727272727,-4.74609283207344,0.000506307082191469,0.0147413170830366,-0.121889837552664
"221816_s_at",1.05230015555556,9.81506503030303,4.74112546495258,0.00051055874629472,0.014841714470891,-0.130343226948294
"201266_at",1.70338587777778,9.06803336363636,4.74067081325328,0.00051094975533205,0.0148425468288266,-0.131117105829852
"223467_at",1.30684855555559,10.7836868484849,4.73602029143593,0.000514967354606583,0.0149486519329065,-0.139034460308579
"220491_at",-3.09803248888889,11.3081356363636,-4.73387308981907,0.00051683348232429,0.014992197310567,-0.142690940922032
"203773_x_at",1.10383111111111,8.46479363636364,4.73018921894447,0.000520051646155505,0.0150748728767752,-0.14896561018591
